Date Time, Water Level, Sigma, O or I (for verified), F, R, L, Quality 
2023-08-02 23:30,-0.696,0.069,1,0,0,0,p
2023-08-02 23:36,-0.686,0.059,1,0,0,0,p
2023-08-02 23:42,-0.673,0.066,0,0,0,0,p
2023-08-02 23:48,-0.656,0.066,1,0,0,0,p
2023-08-02 23:54,-0.610,0.066,1,0,0,0,p
2023-08-03 00:00,-0.499,0.066,1,0,0,0,p
2023-08-03 00:06,-0.453,0.056,1,0,0,0,p
2023-08-03 00:12,-0.453,0.059,0,0,0,0,p
2023-08-03 00:18,-0.417,0.075,1,0,0,0,p
2023-08-03 00:24,-0.358,0.062,1,0,0,0,p
2023-08-03 00:30,-0.322,0.059,1,0,0,0,p
2023-08-03 00:36,-0.285,0.056,0,0,0,0,p
2023-08-03 00:42,-0.266,0.059,0,0,0,0,p
2023-08-03 00:48,-0.200,0.069,0,0,0,0,p
2023-08-03 00:54,-0.135,0.072,0,0,0,0,p
2023-08-03 01:00,-0.141,0.075,1,0,0,0,p
2023-08-03 01:06,-0.131,0.046,0,0,0,0,p
2023-08-03 01:12,-0.115,0.062,1,0,0,0,p
2023-08-03 01:18,-0.072,0.059,1,0,0,0,p
2023-08-03 01:24,-0.036,0.062,0,0,0,0,p
2023-08-03 01:30,0.026,0.056,1,0,0,0,p
2023-08-03 01:36,0.082,0.056,0,0,0,0,p
2023-08-03 01:42,0.079,0.056,0,0,0,0,p
2023-08-03 01:48,0.115,0.069,0,0,0,0,p
2023-08-03 01:54,0.190,0.069,1,0,0,0,p
2023-08-03 02:00,0.256,0.059,1,0,0,0,p
2023-08-03 02:06,0.295,0.062,1,0,0,0,p
2023-08-03 02:12,0.338,0.059,0,0,0,0,p
2023-08-03 02:18,0.374,0.066,1,0,0,0,p
2023-08-03 02:24,0.440,0.075,1,0,0,0,p
2023-08-03 02:30,0.492,0.069,1,0,0,0,p
2023-08-03 02:36,0.528,0.059,1,0,0,0,p
2023-08-03 02:42,0.591,0.059,1,0,0,0,p
2023-08-03 02:48,0.614,0.049,1,0,0,0,p
2023-08-03 02:54,0.643,0.059,0,0,0,0,p
2023-08-03 03:00,0.669,0.056,1,0,0,0,p
2023-08-03 03:06,0.682,0.052,0,0,0,0,p
2023-08-03 03:12,0.696,0.066,0,0,0,0,p
2023-08-03 03:18,0.728,0.056,1,0,0,0,p
2023-08-03 03:24,0.732,0.052,1,0,0,0,p
2023-08-03 03:30,0.791,0.052,1,0,0,0,p
2023-08-03 03:36,0.827,0.049,1,0,0,0,p
2023-08-03 03:42,0.840,0.043,0,0,0,0,p
2023-08-03 03:48,0.863,0.049,1,0,0,0,p
2023-08-03 03:54,0.945,0.052,1,0,0,0,p
2023-08-03 04:00,0.961,0.046,1,0,0,0,p
2023-08-03 04:06,1.001,0.056,1,0,0,0,p
2023-08-03 04:12,1.027,0.062,0,0,0,0,p
2023-08-03 04:18,1.106,0.056,0,0,0,0,p
2023-08-03 04:24,1.119,0.052,0,0,0,0,p
2023-08-03 04:30,1.138,0.046,0,0,0,0,p
2023-08-03 04:36,1.224,0.049,1,0,0,0,p
2023-08-03 04:42,1.286,0.056,1,0,0,0,p
2023-08-03 04:48,1.299,0.049,1,0,0,0,p
2023-08-03 04:54,1.312,0.072,1,0,0,0,p
2023-08-03 05:00,1.325,0.128,1,0,0,0,p
2023-08-03 05:06,1.368,0.069,1,0,0,0,p
2023-08-03 05:12,1.355,0.069,1,0,0,0,p
2023-08-03 05:18,1.424,0.056,1,0,0,0,p
2023-08-03 05:24,1.473,0.059,1,0,0,0,p
2023-08-03 05:30,1.496,0.069,1,0,0,0,p
2023-08-03 05:36,1.480,0.125,1,0,0,0,p
2023-08-03 05:42,1.499,0.062,1,0,0,0,p
2023-08-03 05:48,1.457,0.079,0,0,0,0,p
2023-08-03 05:54,1.457,0.062,1,0,0,0,p
2023-08-03 06:00,1.417,0.066,0,0,0,0,p
2023-08-03 06:06,1.385,0.056,1,0,0,0,p
2023-08-03 06:12,1.368,0.075,1,0,0,0,p
2023-08-03 06:18,1.316,0.049,1,0,0,0,p
2023-08-03 06:24,1.306,0.059,1,0,0,0,p
2023-08-03 06:30,1.319,0.052,1,0,0,0,p
2023-08-03 06:36,1.322,0.052,0,0,0,0,p
2023-08-03 06:42,1.345,0.059,0,0,0,0,p
2023-08-03 06:48,1.325,0.046,1,0,0,0,p
2023-08-03 06:54,1.339,0.056,1,0,0,0,p
2023-08-03 07:00,1.355,0.118,1,0,0,0,p
2023-08-03 07:06,1.411,0.072,0,0,0,0,p
2023-08-03 07:12,1.398,0.049,1,0,0,0,p
2023-08-03 07:18,1.391,0.056,1,0,0,0,p
2023-08-03 07:24,1.371,0.059,0,0,0,0,p
2023-08-03 07:30,1.289,0.069,1,0,0,0,p
2023-08-03 07:36,1.217,0.046,1,0,0,0,p
2023-08-03 07:42,1.194,0.049,1,0,0,0,p
2023-08-03 07:48,1.155,0.049,1,0,0,0,p
2023-08-03 07:54,1.142,0.069,1,0,0,0,p
2023-08-03 08:00,1.138,0.052,0,0,0,0,p
2023-08-03 08:06,1.122,0.043,1,0,0,0,p
2023-08-03 08:12,1.086,0.043,1,0,0,0,p
2023-08-03 08:18,1.096,0.066,0,0,0,0,p
2023-08-03 08:24,1.106,0.046,1,0,0,0,p
2023-08-03 08:30,1.047,0.052,1,0,0,0,p
2023-08-03 08:36,1.007,0.069,0,0,0,0,p
2023-08-03 08:42,0.981,0.052,1,0,0,0,p
2023-08-03 08:48,0.925,0.039,1,0,0,0,p
2023-08-03 08:54,0.906,0.079,1,0,0,0,p
2023-08-03 09:00,0.928,0.066,0,0,0,0,p
2023-08-03 09:06,0.883,0.062,1,0,0,0,p
2023-08-03 09:12,0.804,0.059,1,0,0,0,p
2023-08-03 09:18,0.787,0.052,1,0,0,0,p
2023-08-03 09:24,0.823,0.052,1,0,0,0,p
2023-08-03 09:30,0.781,0.043,1,0,0,0,p
2023-08-03 09:36,0.810,0.089,0,0,0,0,p
2023-08-03 09:42,0.830,0.075,0,0,0,0,p
2023-08-03 09:48,0.856,0.046,1,0,0,0,p
2023-08-03 09:54,0.876,0.049,1,0,0,0,p
2023-08-03 10:00,0.876,0.066,0,0,0,0,p
2023-08-03 10:06,0.843,0.043,1,0,0,0,p
2023-08-03 10:12,0.860,0.049,0,0,0,0,p
2023-08-03 10:18,0.810,0.059,0,0,0,0,p
2023-08-03 10:24,0.771,0.062,0,0,0,0,p
2023-08-03 10:30,0.774,0.046,1,0,0,0,p
2023-08-03 10:36,0.735,0.062,0,0,0,0,p
2023-08-03 10:42,0.764,0.059,0,0,0,0,p
2023-08-03 10:48,0.722,0.062,1,0,0,0,p
2023-08-03 10:54,0.712,0.059,0,0,0,0,p
2023-08-03 11:00,0.804,0.052,1,0,0,0,p
2023-08-03 11:06,0.755,0.062,1,0,0,0,p
2023-08-03 11:12,0.741,0.069,1,0,0,0,p
2023-08-03 11:18,0.758,0.072,0,0,0,0,p
2023-08-03 11:24,0.768,0.059,0,0,0,0,p
2023-08-03 11:30,0.774,0.056,0,0,0,0,p
2023-08-03 11:36,0.804,0.052,1,0,0,0,p
2023-08-03 11:42,0.837,0.059,1,0,0,0,p
2023-08-03 11:48,0.863,0.052,1,0,0,0,p
2023-08-03 11:54,0.856,0.052,0,0,0,0,p
2023-08-03 12:00,0.846,0.056,0,0,0,0,p
2023-08-03 12:06,0.846,0.056,0,0,0,0,p
2023-08-03 12:12,0.846,0.052,0,0,0,0,p
2023-08-03 12:18,0.909,0.052,0,0,0,0,p
2023-08-03 12:24,0.932,0.046,1,0,0,0,p
2023-08-03 12:30,0.912,0.049,0,0,0,0,p
2023-08-03 12:36,0.883,0.046,1,0,0,0,p
2023-08-03 12:42,0.866,0.046,1,0,0,0,p
2023-08-03 12:48,0.804,0.059,1,0,0,0,p
2023-08-03 12:54,0.814,0.056,1,0,0,0,p
2023-08-03 13:00,0.791,0.062,0,0,0,0,p
2023-08-03 13:06,0.827,0.059,0,0,0,0,p
2023-08-03 13:12,0.856,0.059,1,0,0,0,p
2023-08-03 13:18,0.879,0.052,1,0,0,0,p
2023-08-03 13:24,0.866,0.056,1,0,0,0,p
2023-08-03 13:30,0.860,0.049,1,0,0,0,p
2023-08-03 13:36,0.906,0.049,1,0,0,0,p
2023-08-03 13:42,0.928,0.049,1,0,0,0,p
2023-08-03 13:48,0.919,0.052,0,0,0,0,p
2023-08-03 13:54,0.958,0.049,1,0,0,0,p
2023-08-03 14:00,0.965,0.049,1,0,0,0,p
2023-08-03 14:06,0.968,0.046,1,0,0,0,p
2023-08-03 14:12,0.955,0.046,1,0,0,0,p
2023-08-03 14:18,0.951,0.066,0,0,0,0,p
2023-08-03 14:24,0.791,0.272,0,0,0,0,p
2023-08-03 14:30,0.994,0.118,0,0,0,0,p
2023-08-03 14:36,0.915,0.062,0,0,0,0,p
2023-08-03 14:42,0.906,0.072,1,0,0,0,p
2023-08-03 14:48,0.902,0.082,0,0,0,0,p
2023-08-03 14:54,0.955,0.072,0,0,0,0,p
2023-08-03 15:00,0.935,0.056,0,0,0,0,p
2023-08-03 15:06,0.912,0.056,0,0,0,0,p
2023-08-03 15:12,0.951,0.062,1,0,0,0,p
2023-08-03 15:18,0.981,0.066,0,0,0,0,p
2023-08-03 15:24,0.948,0.121,0,0,0,0,p
2023-08-03 15:30,0.958,0.066,0,0,0,0,p
2023-08-03 15:36,0.965,0.062,0,0,0,0,p
2023-08-03 15:42,0.919,0.098,0,0,0,0,p
2023-08-03 15:48,0.843,0.052,1,0,0,0,p
2023-08-03 15:54,0.817,0.062,0,0,0,0,p
2023-08-03 16:00,0.843,0.066,1,0,0,0,p
2023-08-03 16:06,0.810,0.059,1,0,0,0,p
2023-08-03 16:12,0.797,0.066,1,0,0,0,p
2023-08-03 16:18,0.787,0.059,1,0,0,0,p
2023-08-03 16:24,0.728,0.059,0,0,0,0,p
2023-08-03 16:30,0.709,0.072,0,0,0,0,p
2023-08-03 16:36,0.686,0.075,0,0,0,0,p
2023-08-03 16:42,0.732,0.059,0,0,0,0,p
2023-08-03 16:48,0.732,0.066,0,0,0,0,p
2023-08-03 16:54,0.741,0.072,0,0,0,0,p
2023-08-03 17:00,0.741,0.066,0,0,0,0,p
2023-08-03 17:06,0.728,0.062,0,0,0,0,p
2023-08-03 17:12,0.574,0.128,0,0,0,0,p
2023-08-03 17:18,0.610,0.089,0,0,0,0,p
2023-08-03 17:24,0.535,0.059,1,0,0,0,p
2023-08-03 17:30,0.561,0.079,0,0,0,0,p
2023-08-03 17:36,0.528,0.056,1,0,0,0,p
2023-08-03 17:42,0.509,0.066,1,0,0,0,p
2023-08-03 17:48,0.440,0.069,0,0,0,0,p
2023-08-03 17:54,0.354,0.069,0,0,0,0,p
2023-08-03 18:00,0.292,0.085,1,0,0,0,p
2023-08-03 18:06,0.269,0.062,1,0,0,0,p
2023-08-03 18:12,0.223,0.066,0,0,0,0,p
2023-08-03 18:18,0.243,0.066,1,0,0,0,p
2023-08-03 18:24,0.207,0.056,1,0,0,0,p
2023-08-03 18:30,0.207,0.062,0,0,0,0,p
2023-08-03 18:36,0.138,0.046,1,0,0,0,p
2023-08-03 18:42,0.089,0.059,1,0,0,0,p
2023-08-03 18:48,0.089,0.062,1,0,0,0,p
2023-08-03 18:54,0.016,0.066,1,0,0,0,p
2023-08-03 19:00,-0.020,0.059,1,0,0,0,p
2023-08-03 19:06,-0.052,0.059,1,0,0,0,p
2023-08-03 19:12,-0.135,0.072,1,0,0,0,p
2023-08-03 19:18,-0.177,0.062,0,0,0,0,p
2023-08-03 19:24,-0.223,0.062,0,0,0,0,p
2023-08-03 19:30,-0.269,0.066,0,0,0,0,p
2023-08-03 19:36,-0.276,0.062,0,0,0,0,p
2023-08-03 19:42,-0.285,0.059,1,0,0,0,p
2023-08-03 19:48,-0.289,0.059,1,0,0,0,p
2023-08-03 19:54,-0.318,0.056,1,0,0,0,p
2023-08-03 20:00,-0.335,0.062,1,0,0,0,p
2023-08-03 20:06,-0.390,0.066,1,0,0,0,p
2023-08-03 20:12,-0.420,0.056,1,0,0,0,p
2023-08-03 20:18,-0.449,0.062,0,0,0,0,p
2023-08-03 20:24,-0.463,0.059,1,0,0,0,p
2023-08-03 20:30,-0.515,0.062,0,0,0,0,p
2023-08-03 20:36,-0.538,0.059,1,0,0,0,p
2023-08-03 20:42,-0.587,0.062,0,0,0,0,p
2023-08-03 20:48,-0.587,0.052,0,0,0,0,p
2023-08-03 20:54,-0.558,0.062,1,0,0,0,p
2023-08-03 21:00,-0.571,0.056,0,0,0,0,p
2023-08-03 21:06,-0.558,0.062,0,0,0,0,p
2023-08-03 21:12,-0.581,0.049,1,0,0,0,p
2023-08-03 21:18,-0.607,0.062,1,0,0,0,p
2023-08-03 21:24,-0.623,0.062,1,0,0,0,p
2023-08-03 21:30,-0.689,0.059,0,0,0,0,p
2023-08-03 21:36,-0.728,0.059,0,0,0,0,p
2023-08-03 21:42,-0.732,0.066,1,0,0,0,p
2023-08-03 21:48,-0.702,0.059,1,0,0,0,p
2023-08-03 21:54,-0.715,0.049,1,0,0,0,p
2023-08-03 22:00,-0.679,0.066,0,0,0,0,p
2023-08-03 22:06,-0.636,0.069,1,0,0,0,p
2023-08-03 22:12,-0.646,0.069,0,0,0,0,p
2023-08-03 22:18,-0.630,0.069,0,0,0,0,p
2023-08-03 22:24,-0.640,0.082,1,0,0,0,p
2023-08-03 22:30,-0.617,0.069,1,0,0,0,p
2023-08-03 22:36,-0.646,0.072,1,0,0,0,p
2023-08-03 22:42,-0.653,0.059,1,0,0,0,p
2023-08-03 22:48,-0.636,0.062,1,0,0,0,p
2023-08-03 22:54,-0.627,0.144,1,0,0,0,p
2023-08-03 23:00,-0.607,0.085,0,0,0,0,p
2023-08-03 23:06,-0.640,0.075,1,0,0,0,p
2023-08-03 23:12,-0.679,0.085,1,0,0,0,p
2023-08-03 23:18,-0.686,0.085,0,0,0,0,p
2023-08-03 23:24,-0.755,0.072,1,0,0,0,p
2023-08-03 23:30,-0.784,0.066,1,0,0,0,p
2023-08-03 23:36,-0.804,0.128,0,0,0,0,p
2023-08-03 23:42,-0.787,0.075,1,0,0,0,p
2023-08-03 23:48,-0.764,0.085,1,0,0,0,p
2023-08-03 23:54,-0.732,0.062,1,0,0,0,p
2023-08-04 00:00,-0.732,0.072,0,0,0,0,p
2023-08-04 00:06,-0.699,0.072,0,0,0,0,p
2023-08-04 00:12,-0.643,0.082,0,0,0,0,p
2023-08-04 00:18,-0.620,0.052,0,0,0,0,p
2023-08-04 00:24,-0.587,0.062,1,0,0,0,p
2023-08-04 00:30,-0.545,0.069,1,0,0,0,p
2023-08-04 00:36,-0.538,0.072,1,0,0,0,p
2023-08-04 00:42,-0.525,0.072,1,0,0,0,p
2023-08-04 00:48,-0.495,0.082,1,0,0,0,p
2023-08-04 00:54,-0.469,0.072,1,0,0,0,p
2023-08-04 01:00,-0.459,0.079,1,0,0,0,p
2023-08-04 01:06,-0.466,0.079,1,0,0,0,p
2023-08-04 01:12,-0.449,0.072,1,0,0,0,p
2023-08-04 01:18,-0.400,0.066,0,0,0,0,p
2023-08-04 01:24,-0.354,0.069,0,0,0,0,p
2023-08-04 01:30,-0.318,0.075,1,0,0,0,p
2023-08-04 01:36,-0.240,0.069,0,0,0,0,p
2023-08-04 01:42,-0.164,0.066,0,0,0,0,p
2023-08-04 01:48,-0.131,0.079,0,0,0,0,p
2023-08-04 01:54,-0.105,0.072,0,0,0,0,p
2023-08-04 02:00,-0.030,0.079,1,0,0,0,p
2023-08-04 02:06,0.010,0.079,1,0,0,0,p
2023-08-04 02:12,0.043,0.069,1,0,0,0,p
2023-08-04 02:18,0.141,0.075,1,0,0,0,p
2023-08-04 02:24,0.187,0.075,0,0,0,0,p
2023-08-04 02:30,0.217,0.062,1,0,0,0,p
2023-08-04 02:36,0.240,0.079,1,0,0,0,p
2023-08-04 02:42,0.299,0.072,1,0,0,0,p
2023-08-04 02:48,0.325,0.062,0,0,0,0,p
2023-08-04 02:54,0.348,0.066,1,0,0,0,p
2023-08-04 03:00,0.390,0.062,1,0,0,0,p
2023-08-04 03:06,0.410,0.072,0,0,0,0,p
2023-08-04 03:12,0.459,0.069,1,0,0,0,p
2023-08-04 03:18,0.522,0.062,1,0,0,0,p
2023-08-04 03:24,0.515,0.072,0,0,0,0,p
2023-08-04 03:30,0.522,0.062,1,0,0,0,p
2023-08-04 03:36,0.538,0.066,0,0,0,0,p
2023-08-04 03:42,0.594,0.066,1,0,0,0,p
2023-08-04 03:48,0.614,0.059,1,0,0,0,p
2023-08-04 03:54,0.627,0.062,1,0,0,0,p
2023-08-04 04:00,0.696,0.059,1,0,0,0,p
2023-08-04 04:06,0.784,0.066,1,0,0,0,p
2023-08-04 04:12,0.774,0.056,0,0,0,0,p
2023-08-04 04:18,0.807,0.066,0,0,0,0,p
2023-08-04 04:24,0.863,0.066,1,0,0,0,p
2023-08-04 04:30,0.873,0.112,0,0,0,0,p
2023-08-04 04:36,0.932,0.066,1,0,0,0,p
2023-08-04 04:42,0.902,0.085,0,0,0,0,p
2023-08-04 04:48,0.948,0.059,1,0,0,0,p
2023-08-04 04:54,0.945,0.082,1,0,0,0,p
2023-08-04 05:00,0.902,0.072,0,0,0,0,p
2023-08-04 05:06,0.909,0.066,1,0,0,0,p
2023-08-04 05:12,0.892,0.059,0,0,0,0,p
2023-08-04 05:18,0.925,0.056,0,0,0,0,p
2023-08-04 05:24,0.955,0.059,0,0,0,0,p
2023-08-04 05:30,0.968,0.056,0,0,0,0,p
2023-08-04 05:36,0.938,0.066,1,0,0,0,p
2023-08-04 05:42,0.945,0.056,1,0,0,0,p
2023-08-04 05:48,0.961,0.066,0,0,0,0,p
2023-08-04 05:54,0.988,0.056,1,0,0,0,p
2023-08-04 06:00,0.988,0.059,1,0,0,0,p
2023-08-04 06:06,1.017,0.046,1,0,0,0,p
2023-08-04 06:12,1.047,0.052,1,0,0,0,p
2023-08-04 06:18,0.810,0.364,0,0,0,0,p
2023-08-04 06:24,1.083,0.217,0,0,0,0,p
2023-08-04 06:30,0.942,0.151,0,0,0,0,p
2023-08-04 06:36,0.935,0.069,0,0,0,0,p
2023-08-04 06:42,0.912,0.082,1,0,0,0,p
2023-08-04 06:48,0.909,0.082,1,0,0,0,p
2023-08-04 06:54,0.925,0.075,0,0,0,0,p
2023-08-04 07:00,0.899,0.075,0,0,0,0,p
2023-08-04 07:06,0.928,0.062,0,0,0,0,p
2023-08-04 07:12,0.938,0.075,1,0,0,0,p
2023-08-04 07:18,0.906,0.062,1,0,0,0,p
2023-08-04 07:24,0.856,0.203,1,0,0,0,p
2023-08-04 07:30,0.886,0.049,1,0,0,0,p
2023-08-04 07:36,0.869,0.066,0,0,0,0,p
2023-08-04 07:42,0.902,0.066,1,0,0,0,p
2023-08-04 07:48,0.863,0.056,1,0,0,0,p
2023-08-04 07:54,0.869,0.066,1,0,0,0,p
2023-08-04 08:00,0.896,0.056,1,0,0,0,p
2023-08-04 08:06,0.892,0.062,1,0,0,0,p
2023-08-04 08:12,0.912,0.056,1,0,0,0,p
2023-08-04 08:18,0.860,0.052,1,0,0,0,p
2023-08-04 08:24,0.843,0.059,1,0,0,0,p
2023-08-04 08:30,0.850,0.052,0,0,0,0,p
2023-08-04 08:36,0.837,0.066,1,0,0,0,p
2023-08-04 08:42,0.873,0.069,1,0,0,0,p
2023-08-04 08:48,0.863,0.066,0,0,0,0,p
2023-08-04 08:54,0.853,0.059,0,0,0,0,p
2023-08-04 09:00,0.846,0.059,0,0,0,0,p
2023-08-04 09:06,0.840,0.056,1,0,0,0,p
2023-08-04 09:12,0.787,0.069,0,0,0,0,p
2023-08-04 09:18,0.768,0.052,1,0,0,0,p
2023-08-04 09:24,0.722,0.052,1,0,0,0,p
2023-08-04 09:30,0.705,0.059,1,0,0,0,p
2023-08-04 09:36,0.673,0.059,1,0,0,0,p
2023-08-04 09:42,0.666,0.059,1,0,0,0,p
2023-08-04 09:48,0.597,0.059,0,0,0,0,p
2023-08-04 09:54,0.548,0.062,0,0,0,0,p
2023-08-04 10:00,0.505,0.056,0,0,0,0,p
2023-08-04 10:06,0.495,0.052,0,0,0,0,p
2023-08-04 10:12,0.463,0.056,0,0,0,0,p
2023-08-04 10:18,0.495,0.069,0,0,0,0,p
2023-08-04 10:24,0.489,0.052,1,0,0,0,p
2023-08-04 10:30,0.495,0.062,1,0,0,0,p
2023-08-04 10:36,0.509,0.049,1,0,0,0,p
2023-08-04 10:42,0.479,0.062,1,0,0,0,p
2023-08-04 10:48,0.499,0.056,0,0,0,0,p
2023-08-04 10:54,0.482,0.059,1,0,0,0,p
2023-08-04 11:00,0.492,0.056,0,0,0,0,p
2023-08-04 11:06,0.531,0.062,0,0,0,0,p
2023-08-04 11:12,0.541,0.062,1,0,0,0,p
2023-08-04 11:18,0.525,0.059,1,0,0,0,p
2023-08-04 11:24,0.505,0.056,1,0,0,0,p
2023-08-04 11:30,0.476,0.052,0,0,0,0,p
2023-08-04 11:36,0.459,0.052,1,0,0,0,p
2023-08-04 11:42,0.489,0.066,1,0,0,0,p
2023-08-04 11:48,0.515,0.056,0,0,0,0,p
2023-08-04 11:54,0.538,0.062,0,0,0,0,p
2023-08-04 12:00,0.558,0.066,1,0,0,0,p
2023-08-04 12:06,0.561,0.056,0,0,0,0,p
2023-08-04 12:12,0.571,0.059,1,0,0,0,p
2023-08-04 12:18,0.548,0.062,0,0,0,0,p
2023-08-04 12:24,0.597,0.049,0,0,0,0,p
2023-08-04 12:30,0.594,0.062,0,0,0,0,p
2023-08-04 12:36,0.610,0.052,1,0,0,0,p
2023-08-04 12:42,0.574,0.056,1,0,0,0,p
2023-08-04 12:48,0.564,0.056,0,0,0,0,p
2023-08-04 12:54,0.554,0.052,1,0,0,0,p
2023-08-04 13:00,0.531,0.059,1,0,0,0,p
2023-08-04 13:06,0.489,0.059,0,0,0,0,p
2023-08-04 13:12,0.472,0.069,1,0,0,0,p
2023-08-04 13:18,0.433,0.066,1,0,0,0,p
2023-08-04 13:24,0.407,0.072,1,0,0,0,p
2023-08-04 13:30,0.397,0.056,0,0,0,0,p
2023-08-04 13:36,0.397,0.066,0,0,0,0,p
2023-08-04 13:42,0.463,0.059,1,0,0,0,p
2023-08-04 13:48,0.449,0.056,1,0,0,0,p
2023-08-04 13:54,0.479,0.059,1,0,0,0,p
2023-08-04 14:00,0.522,0.066,1,0,0,0,p
2023-08-04 14:06,0.561,0.052,1,0,0,0,p
2023-08-04 14:12,0.571,0.059,1,0,0,0,p
2023-08-04 14:18,0.594,0.056,1,0,0,0,p
2023-08-04 14:24,0.600,0.056,1,0,0,0,p
2023-08-04 14:30,0.604,0.059,0,0,0,0,p
2023-08-04 14:36,0.581,0.066,0,0,0,0,p
2023-08-04 14:42,0.564,0.069,0,0,0,0,p
2023-08-04 14:48,0.587,0.056,0,0,0,0,p
2023-08-04 14:54,0.633,0.066,0,0,0,0,p
2023-08-04 15:00,0.682,0.059,1,0,0,0,p
2023-08-04 15:06,0.692,0.056,1,0,0,0,p
2023-08-04 15:12,0.702,0.072,0,0,0,0,p
2023-08-04 15:18,0.768,0.059,1,0,0,0,p
2023-08-04 15:24,0.791,0.059,1,0,0,0,p
2023-08-04 15:30,0.850,0.069,0,0,0,0,p
2023-08-04 15:36,0.843,0.059,1,0,0,0,p
2023-08-04 15:42,0.876,0.056,0,0,0,0,p
2023-08-04 15:48,0.879,0.059,0,0,0,0,p
2023-08-04 15:54,0.869,0.056,1,0,0,0,p
2023-08-04 16:00,0.876,0.059,0,0,0,0,p
2023-08-04 16:06,0.840,0.049,1,0,0,0,p
2023-08-04 16:12,0.810,0.056,0,0,0,0,p
2023-08-04 16:18,0.814,0.052,0,0,0,0,p
2023-08-04 16:24,0.794,0.059,0,0,0,0,p
2023-08-04 16:30,0.738,0.066,1,0,0,0,p
2023-08-04 16:36,0.712,0.059,0,0,0,0,p
2023-08-04 16:42,0.663,0.069,1,0,0,0,p
2023-08-04 16:48,0.689,0.079,1,0,0,0,p
2023-08-04 16:54,0.732,0.059,1,0,0,0,p
2023-08-04 17:00,0.751,0.062,0,0,0,0,p
2023-08-04 17:06,0.801,0.062,1,0,0,0,p
2023-08-04 17:12,0.810,0.052,0,0,0,0,p
2023-08-04 17:18,0.820,0.062,0,0,0,0,p
2023-08-04 17:24,0.843,0.056,1,0,0,0,p
2023-08-04 17:30,0.801,0.066,1,0,0,0,p
2023-08-04 17:36,0.682,0.200,1,0,0,0,p
2023-08-04 17:42,0.787,0.098,0,0,0,0,p
2023-08-04 17:48,0.745,0.066,1,0,0,0,p
2023-08-04 17:54,0.682,0.069,1,0,0,0,p
2023-08-04 18:00,0.650,0.056,0,0,0,0,p
2023-08-04 18:06,0.636,0.059,1,0,0,0,p
2023-08-04 18:12,0.584,0.059,1,0,0,0,p
2023-08-04 18:18,0.554,0.052,1,0,0,0,p
2023-08-04 18:24,0.545,0.062,0,0,0,0,p
2023-08-04 18:30,0.502,0.262,1,0,0,0,p
2023-08-04 18:36,0.623,0.157,1,0,0,0,p
2023-08-04 18:42,0.561,0.125,0,0,0,0,p
2023-08-04 18:48,0.525,0.059,1,0,0,0,p
2023-08-04 18:54,0.502,0.059,1,0,0,0,p
2023-08-04 19:00,0.486,0.066,0,0,0,0,p
2023-08-04 19:06,0.423,0.062,1,0,0,0,p
2023-08-04 19:12,0.377,0.046,1,0,0,0,p
2023-08-04 19:18,0.289,0.069,1,0,0,0,p
2023-08-04 19:24,0.292,0.069,1,0,0,0,p
2023-08-04 19:30,0.207,0.066,0,0,0,0,p
2023-08-04 19:36,0.184,0.072,0,0,0,0,p
2023-08-04 19:42,0.128,0.075,0,0,0,0,p
2023-08-04 19:48,0.131,0.056,0,0,0,0,p
2023-08-04 19:54,0.128,0.059,0,0,0,0,p
2023-08-04 20:00,0.105,0.066,0,0,0,0,p
2023-08-04 20:06,0.089,0.059,0,0,0,0,p
2023-08-04 20:12,0.102,0.059,1,0,0,0,p
2023-08-04 20:18,0.079,0.144,1,0,0,0,p
2023-08-04 20:24,0.085,0.082,0,0,0,0,p
2023-08-04 20:30,0.016,0.085,1,0,0,0,p
2023-08-04 20:36,0.000,0.062,0,0,0,0,p
2023-08-04 20:42,-0.010,0.062,0,0,0,0,p
2023-08-04 20:48,-0.049,0.062,0,0,0,0,p
2023-08-04 20:54,-0.098,0.059,1,0,0,0,p
2023-08-04 21:00,-0.125,0.052,1,0,0,0,p
2023-08-04 21:06,-0.151,0.062,1,0,0,0,p
2023-08-04 21:12,-0.151,0.052,0,0,0,0,p
2023-08-04 21:18,-0.092,0.052,0,0,0,0,p
2023-08-04 21:24,-0.082,0.066,0,0,0,0,p
2023-08-04 21:30,-0.079,0.069,0,0,0,0,p
2023-08-04 21:36,-0.069,0.059,1,0,0,0,p
2023-08-04 21:42,-0.059,0.062,0,0,0,0,p
2023-08-04 21:48,-0.056,0.072,1,0,0,0,p
2023-08-04 21:54,-0.135,0.052,1,0,0,0,p
2023-08-04 22:00,-0.128,0.056,1,0,0,0,p
2023-08-04 22:06,-0.098,0.052,1,0,0,0,p
2023-08-04 22:12,-0.164,0.059,1,0,0,0,p
2023-08-04 22:18,-0.200,0.062,1,0,0,0,p
2023-08-04 22:24,-0.217,0.069,0,0,0,0,p
2023-08-04 22:30,-0.253,0.069,0,0,0,0,p
2023-08-04 22:36,-0.289,0.052,0,0,0,0,p
2023-08-04 22:42,-0.302,0.062,0,0,0,0,p
2023-08-04 22:48,-0.299,0.075,0,0,0,0,p
2023-08-04 22:54,-0.253,0.062,0,0,0,0,p
2023-08-04 23:00,-0.259,0.069,1,0,0,0,p
2023-08-04 23:06,-0.253,0.059,0,0,0,0,p
